"","상권_코드","화장품","문구점","약국","패션잡화","의류점","과일채소","정육점","휴대폰","컴퓨터판매수리","편의점","슈퍼마켓","자동차미용","자동차수리","세탁소","여관업","피부관리실","네일숍","미용실","헬스클럽","골프연습장","당구장","노래방","인테리어","보육시설","일반의원","한의원","치과의원","예체능학원","외국어학원","입시보습학원","호프간이주점","커피음료","제과점","치킨집","패스트푸드점","분식집","양식집","일식집","중국집","한식음식점"
"1436",1438,132765600,201495981,257750501,60847621,240334228,580611308,218159104,165765290,50210782,1383585818,1402108112,40432032,270260095,34682245,3099976,11811717,5184775,431875372,76981176,6712172,21790251,94614368,106783204,463903157,149733056,69784381,342076506,521081841,422802802,512655505,497966428,545726106,274773882,375409640,343450785,621057294,447869163,480447896,320306377,2676288460
"1437",1439,116290812,176031114,248916713,82070651,267906942,510675435,295497408,182189299,39298743,1399036655,1209268653,3484886,211387916,35341170,41528137,9453597,4091957,474796719,92720424,5123118,46979361,192032387,116425050,436666620,175096657,148518329,367255731,275354143,117259763,187940477,433546824,526796928,209062248,316603578,288964295,501689148,361516112,543747677,251674108,2366864509
"1438",1440,173314174,19530002,198683491,29475521,182980927,15753074,173938876,196928284,119216262,847270558,1320053893,3484886,215989361,24764314,46259516,24508898,5110614,344920672,146554620,19697456,34595002,135730595,56320625,257389829,247038492,53311383,505258861,361862672,114073986,186850236,187855179,236919941,242092626,162746834,55893065,182375818,132267469,349753315,193368114,1796240685
"1439",1441,74064810,101106160,211629341,43959273,240987229,413763202,293029842,181667097,45215482,857988370,981646436,3484886,146375445,29347732,34672683,11404789,4091957,222548507,82121423,1589054,25833719,88242035,176211209,459190103,507297575,53588238,189603375,191625417,53354556,96303977,195448244,173391159,136519066,155053338,57558680,179046700,133461734,317364538,201360303,1476097811
"1440",1442,172694164,36723537,228019545,31938809,207538148,19086716,211947946,196171768,119216262,824923817,1223556355,3484886,216615075,24764314,46259516,26039510,5110614,343470807,196202690,19697456,35289988,135730595,95815885,260409342,255874257,65946234,403361428,316607730,175832668,223194920,248874134,264093061,298193987,171128372,96663714,193925759,132267469,349753315,193368114,1937353585
"1441",1443,194749110,14980571,343295023,36277034,237614928,93889557,245662129,196280940,114311593,1098676466,1693749605,7480390,324172012,46528209,46259516,34700500,15722665,364834084,196202690,32650965,43120144,166090004,118783297,336759343,276908668,70623493,427153995,451899351,186015635,257211812,331191319,294313660,317151798,240757076,177216462,307833394,167647119,446024046,249700782,2461665974
"1442",1444,247420909,219671175,403179051,72621668,774241606,271055244,667610875,198236253,25500811,1379510169,3766144037,5807663,334921460,51604323,152301163,38671431,15846944,353933122,146593676,28658241,65929719,289302050,249875387,419231735,768466348,166690819,444479116,619160215,169462846,157206277,691132838,343690475,282531598,325610049,202225586,324201850,222486491,733253820,245590953,3642884087
"1444",1446,176837996,284462446,444792208,45040134,787813894,156742189,403111733,9962002,39437116,860209253,3402180864,8383789,158117187,31021923,90742413,16409509,12864838,215006603,108697564,7664129,43786402,185749046,164207445,306478196,815895923,157389900,496768419,2485129872,163456453,178236730,514947322,252374471,245378032,237484265,155532042,242420489,153328584,600201093,164151814,2891388105
"1445",1447,166884249,284235792,531547129,48191365,719820220,130180070,257868734,15755167,38382337,861811663,3354005851,8383789,213737704,36177464,127593513,29696915,1626482,246973117,63031720,7664129,42174133,188879269,222278382,336039117,517190946,197797811,418102998,2962989127,102616674,286230268,615722799,257552748,287855655,229656386,161182469,213591065,173884974,649821242,142771448,3143353610
"1446",1448,243429765,280431368,655863037,44688777,469447574,206567646,146990110,16887605,424205958,1243172409,2422045427,1747147,246508273,67643618,72909771,140673873,17563451,484000964,123884349,8897180,63648238,172156128,192082976,383698744,794816419,189891819,739701515,2418434233,128381173,478237262,847056911,298643013,511977764,348145290,307051245,420061091,325986572,735913030,244570446,3778397785
"1447",1449,308880701,55915517,640888255,39884613,443122568,252968171,257095309,12048830,1160925376,1468972530,2636726056,15130791,259093627,117235661,17225579,156388796,23357160,678610960,228885229,19147180,64763887,167934937,135830192,514743235,1124645252,211218592,847168431,1267694938,153578890,516816020,716283622,317940230,581526647,269452928,310941364,526228646,351792727,668794775,215306717,3757197287
"1448",1450,286949095,928333024,590862129,36776493,475967667,330708608,368209376,25092771,1197048818,1678694607,3088065802,40249010,492967550,139991086,70341616,247063044,36271482,896926742,349537856,31346654,71983122,171773376,282582287,691165143,1175272626,199117674,958733339,1234393150,195749324,582306375,900703552,483770600,545476619,343317253,619877472,705751377,374715816,725346551,494370937,4195783452
"1449",1451,120807594,46669218,167389481,5655596,126097206,96024278,72929611,6592390,1108527,712516106,840578358,9577322,318948230,33162385,6855454,11319643,10832997,234579583,114048462,12953509,17442519,49746042,61794226,242068503,150757782,45328094,178706804,366336492,78217990,183992772,124755370,268224894,277500476,120235759,221951824,191336789,90944025,188907063,177521101,1418261118
"1450",1452,201720074,42790415,336360293,37936195,252556832,121924418,256270538,36837298,19172704,983245934,1427268284,7589680,317642795,54619165,55390534,28033758,14530612,308609325,161215810,34434591,51431809,168195829,175885169,419972393,201574445,84532215,219502696,383203183,142211633,169932979,377932508,280709086,206813639,203198181,161137913,278361823,204279830,492726138,264669628,2548643757
"1451",1453,312383084,328574667,671850685,60738807,873043753,282543371,544376218,75217749,32583494,1797910099,4197652987,18422993,538680970,63228589,113887628,37676596,26111874,456868740,315747428,40315094,73846039,228214620,272277334,413571375,1092827533,215700617,806850998,1796895423,188887132,234040131,799005318,556935803,592524749,427303319,490045782,576007215,298956093,993597712,476036874,5863670449
"1454",1456,133119716,40438632,147197557,6526458,451880009,234847498,114648149,28276068,100939286,1055389456,1072045704,16153271,304141126,57563296,55673870,4839451,6411029,166617085,95072924,5307592,4157899,33960954,84318472,227144033,295341952,31439491,145420057,198025754,36707191,104041534,117710119,241383714,160129966,293553319,63842380,210010195,151627089,192357108,171497376,1534415504
"1460",1462,459265335,299339053,699337012,176752614,1043063450,206271392,352854214,87204180,46780220,1235694077,1742963911,22700510,320159729,42410991,501706929,160901188,33087335,553806218,331071290,44918414,49188340,197556478,556788401,325562007,2553117666,302504202,726033357,209724589,110268706,231307955,625885789,461900971,549629168,278214404,326108490,647997231,455740716,1650309628,493566837,5501248204
"1461",1463,225142106,1079334254,822089569,31285907,672983175,260125603,293589355,23432040,1189013646,2103121743,4159887029,76271604,952757796,146831037,143163703,194103702,38148833,843953358,319100790,89937725,43678182,210816892,759510205,808552471,2747278092,215339770,1181986356,947302949,337252634,739541848,1065538156,609036105,675573069,416166800,720874572,773440802,505573661,1407017814,709850161,5859292849
"1463",1465,174265346,1074172745,656915308,28980091,912012084,155263186,262582151,2847185,808130850,1563130979,2575113457,57142077,980525489,101744040,144893220,151642798,21815000,631619548,238910302,91950572,41154726,216183087,847519050,605754622,2720727939,182939228,951405604,448992997,254290753,380435857,797326529,450526922,439171945,318857078,503798089,585547467,398579547,1311167508,583740612,5063544792
"1468",1470,223891688,93926086,465294674,112794209,706069130,69256756,121019321,17996152,24559092,841623143,2763636132,4725436,240901370,65910518,77416224,21822720,4320176,320160023,98394184,23317600,7746361,59552079,46922978,106639114,437476592,131319867,458744328,408497176,32641778,200942989,415410461,477416084,801812771,184571295,514772846,690967740,591649578,470061454,265250855,2979934603
"1470",1472,579916955,491691715,8175813814,740832376,2170130327,53901777,59444666,120035068,88350169,2816514653,2078495994,2744348,160537568,29431702,640949659,101370406,9542595,335898931,879426296,45388523,78131470,119796968,407688026,197045415,33636022624,415978147,4363521562,164473397,45309830,390169881,1841098237,2345576198,963394896,589987176,995104535,2247201057,3332023363,2280866128,1286821820,15476567892
"1481",1483,327127640,143004566,1794019105,50728282,807884321,356697098,350078429,19638034,56774763,1828218847,2253576374,12087979,582677354,106286502,773014436,64393383,12928664,679060225,205006622,38127359,88357183,213227694,232777644,262466091,9309985600,385660289,901175684,323755755,278508203,312015310,1401857519,760868226,420043372,394690915,478107996,864811727,334407249,1360931856,465895420,5850093866
"1482",1484,433461821,121095804,1428116462,72660243,1065835448,816231562,884677522,20673427,65237346,2011089264,3285435366,54336661,1378472460,169875248,728451665,86949471,16136682,747264950,228691095,61362890,97080193,319614791,443153851,715005151,4845288284,428337282,1011143226,642715518,230350525,619055518,1572418175,664810972,536196405,476028850,449805570,694691206,637327103,1696976312,491200342,6520474984
"1483",1485,510526637,84285968,765408541,99046062,592248352,190201797,265853124,101627904,153110410,1688605440,3070155437,4125401,202819002,57618361,277724001,135188836,29743170,490186329,171565981,89972000,40675718,724165589,1820195231,398678309,1706500260,397121418,676156907,367234865,48497936,142227769,1081489612,506001943,469831001,426217690,453253033,531516155,438871297,1297945029,365089949,5665581972
"1485",1487,204403014,472341973,581582041,113456663,5192656667,95085689,144244422,8851059,19387806,1672784296,508492530,3174603,388663201,58228971,408323676,55097486,1497355,70225074,30836704,71539938,35826620,159052942,921354620,121022635,2978121517,177089908,537673826,272907682,8355348,253758311,367405639,762325168,288317832,155514954,195677083,418237183,372863181,894782370,356610680,6060211987
"1486",1488,63801085,79449487,975537324,81756284,758200066,1240698287,949756412,43336956,9165519,996497062,314232947,4016440,451398466,104732105,41521109,6207353,10510974,243687182,29291170,47004998,24842921,50606349,846972890,225125745,2726546758,114611453,347982234,305583144,87767331,181537633,399311699,315281242,189502818,151974119,88572303,403274662,307107758,690750981,244386907,3695842131
"1487",1489,150844976,98361678,1158194266,38452147,508813537,382854199,491712769,26220563,201054011,2128002947,3142997662,53770199,489383187,240390646,417765976,134562050,48743519,596835198,348164332,36087461,34757517,200660074,1670054190,412374120,7999886444,549031880,554198016,460181416,383284134,211011076,1070815901,695971438,519515442,442424159,380079452,1084392304,577401934,892198073,553672068,5348297184
"1488",1490,123383789,194998841,420805724,125783101,1419192314,104472307,132775763,22648934,14897751,1027113830,1551769955,4016440,339954424,81496775,74044974,8344345,3504885,58948183,70587174,56348990,23712612,77445393,622227330,92284861,2517314562,285417838,422487877,118935209,9665693,46039216,255645700,277072954,289997810,194673411,146587130,284096128,530649482,572179577,241452335,4017478840
"1489",1491,111299457,6541839,1316861860,103375813,1141520948,2692120841,1458639300,30243706,29361402,948364904,1893013173,841837,353715042,70838328,8568682,16391824,2224461,149564875,67328289,27754359,16991033,51243258,254830641,129748861,2448094021,1357160531,916682112,157774553,4700176,121503894,293216880,190266942,370934067,166881650,95679204,327711940,463215491,428208347,225434592,2731780123
"1494",1496,655763257,391767490,981183853,472467081,1877207673,250175359,325673045,95128354,107761851,2001761296,1900391586,2442478,248942073,103103351,550015270,207390106,73034960,914509554,201995677,17186124,114706132,294994628,1186792576,327989948,4539411797,592648689,1581588727,383763604,377242301,152593070,1939028262,766866950,956604360,521668510,643807168,654644258,1407832980,2477594967,441289359,7784509641
"1495",1497,19137890,34276167,713299829,47104044,194524089,2622872757,2751011122,33263966,2054284,730335823,448939539,14410715,373845607,14838643,5430153,1507353,3686439,216859518,15029106,45296987,22500332,59222242,453246908,249590897,525252510,49469981,351043672,156780028,8328349,183733463,363658183,185404411,166763017,29481436,62680733,422182544,136106375,177369286,167271830,4351799971
"1496",1498,29893214,34276167,1107522662,55565999,238589231,2609308452,2750471428,35022133,14713753,898142207,462689075,17585318,413951396,70561440,7348143,1507353,3686439,292283198,23926587,29399637,26396250,79706033,457844106,274457902,1658319245,191264710,531318889,165323461,8328349,183733463,397201537,243527126,238594596,42858748,102987596,454218698,172967865,273432221,145148324,4647381186
"1497",1499,227138064,530325417,725565846,6956441,880955882,224463308,327847518,288435803,405782068,1092998910,1946480597,16383798,215259201,35183473,97013586,14804282,3559760,240482357,591219097,51979318,24889449,165857435,135198808,165698958,425644009,216232903,472760987,149839531,117359005,140758727,415828153,260432681,420933236,235315791,334708160,664774630,422652355,595213270,659840159,4660873050
"1498",1500,463957871,526898419,1221432002,26699643,1217250128,423893649,310618849,24235878,106073319,1812209509,2409752168,16383798,187250344,61067694,268302934,187783771,7057598,439891882,218603162,13615263,54271652,305187815,133255547,322307720,1395435185,374718678,838882596,299867768,191817167,249707994,657331038,579688359,970701651,286197055,509486287,998500338,632571063,753360444,624094036,6501534712
"1499",1501,494318331,126605967,1206817889,26699643,1410153115,206335726,372237278,108468508,73828739,1511773449,2668293436,17735149,143135900,134750823,68849810,191733816,23955464,499753027,144787148,47737964,35258758,217501259,101261144,395453660,1344038986,365547140,739130632,312395858,189650748,305690014,543469698,473887821,697641311,379989304,567781923,545281804,425491119,701389059,514846540,4972023821
"1500",1502,521861739,523409289,693206996,27453622,1338308033,194531357,316650159,34222759,98553927,1814458844,2027547517,16383798,179752634,65590001,8434189723,238536097,7057598,385431751,152196551,45675892,50282920,298987653,125141638,304185523,1339715730,339322354,519383723,236799699,191817167,240797894,671166396,522489449,1219953523,259274479,493789634,861654766,714520858,548809009,739906928,7240970982
"1501",1503,540581173,470647981,1438482800,26699643,1549341632,628123908,550780205,75257429,119864124,2080244998,4437150767,17735149,204110810,156352384,100444765,208008641,23955464,611911186,302672240,47737964,55086870,312345951,377375100,546983222,1552885086,458484247,902024218,554275656,194541097,338655987,680405913,651026147,978062562,392534578,538986915,1081674868,506971769,857545128,541226442,6661159829
"1502",1504,198515332,600398490,831199254,22541181,1160919659,268026774,555746830,307072305,457858106,1422144048,2824847865,17735149,228251433,64055818,80966400,21976286,9733398,383059929,628071698,51979318,36476306,204363720,203300514,301437269,1173636761,272420426,437241855,279861137,119347641,189716698,588068515,432857588,447956023,369587168,312809032,843800192,585665599,717822012,676206775,6031166974
"1503",1505,1232075336,227465971,755753392,198706214,1764221945,231555240,183779334,162014470,94513701,1687097394,1402644253,165808404,558970368,116385016,130108702,201190629,49378580,452490967,351911039,245782058,100702898,485186185,748186469,244388862,6284370032,615835240,1143648061,303688621,161963773,397147004,1939321741,884593711,607917917,350696295,342039281,1166162361,2618968513,2633293067,705860111,11472815758
"1505",1507,941141472,137071670,623778694,150985563,860856706,146291944,441590796,64605099,30482409,2344575239,3325325629,9519447,460002384,83549493,542887650,167312819,31516400,1031121758,659489807,159269231,109601965,273301881,372373669,142282594,1779409172,364804388,1388420983,559395086,134426929,968316980,1172988710,1020816633,919347140,439771469,602467090,1046267030,845531492,1887702593,754938339,6452152303
"1506",1508,366439940,48696735,366776992,94080364,452727222,142978235,530300704,26879836,23581772,1923140723,3153298409,42185784,623408316,189131952,16431999,102017152,21862867,386347760,260357803,79021081,50273779,243432230,456015431,288464482,938420913,334236060,465317970,510932876,1968284,829764471,676930301,414306561,437800731,370267027,266486096,531157595,286583589,719669558,568731646,3882117396
"1507",1509,1235356499,137071670,812653020,154561266,913198534,146997466,509035364,65144021,149246134,2681052847,3633119662,44284915,460002384,86816973,558422610,167312819,31761298,1152626480,695850562,159269231,109601965,304260940,375889244,211444483,2771440536,428484791,1584028029,795506718,224976565,1222132112,1373246241,1110263130,942055069,447935099,627626027,1343254866,1368050666,2045996675,861452540,7877730485
"1508",1510,398133478,91655420,396009106,94080364,465681017,146042338,530300704,26879836,24958950,1956255979,3205765659,45322825,706743947,200364978,16431999,102017152,21862867,388446686,260357803,79021081,54277656,261236778,523714010,309769231,938420913,334236060,465317970,541018139,1968284,1116991750,714610276,399881258,437800731,370267027,285765469,533956075,274731478,719669558,568731646,4209656278
"1509",1511,362996322,94321151,510226989,156574229,451156365,146997466,524089926,22406054,30111623,2032762853,3324443505,38290679,473316169,194135362,269153685,136186680,21862867,384405710,285566201,128763787,58873539,241710207,389692709,216193498,1270853020,334236060,708177024,581457084,134426929,990711538,752506157,438389224,466495037,382725016,344054423,668986338,316831721,1303403139,525537258,4396667907
"1511",1513,645767329,126306964,363361949,86981985,268719539,132657553,159625969,1105161,19312109,1574788545,2534513684,5299429,391710589,76530929,379478438,99681145,9771728,636202112,216146672,131739935,95377863,149070011,292303897,104624964,1357332590,186469067,725990471,467974075,1968284,644012071,760883722,591746393,504625687,294022345,337873603,574232553,359825715,727646519,567912098,3668065722
"1512",1514,104099673,95368502,405301908,21276604,893634630,630711792,404810354,2883610,25275469,540867806,5121084520,5278187,134140340,125550862,4479886,78686391,9826390,253990783,149366456,34287577,15376151,43815482,51037317,399902796,623384677,188444350,437839079,348444774,139425482,405450653,254986977,113933258,216277308,251622553,252835744,276095348,203199752,308901532,216469003,1273258897
"1513",1515,242627364,110809432,610950081,25583576,1058652975,649405519,470170909,24238428,77379200,1584251269,5449727303,5278187,443476879,195178464,38811867,99164233,12855179,501010207,267948403,41222156,40850301,74269113,189940199,622597165,925980099,228444858,787176335,538726808,188432300,585420728,764284649,519063877,443542212,623929607,668097139,764457021,685597078,558097610,500037031,3347441185
"1515",1517,517195471,423339043,1664651141,77092339,645146402,132232381,140653490,32560786,121372834,3646213914,1476533480,1666667,521590368,81735785,394606573,207387691,12320664,566738285,192462422,354031691,60041819,112579817,194071783,97728849,781755760,178435371,670776969,120052014,159389565,377846558,975223393,1093255005,650914906,243079076,734756262,1443322776,1125066965,1159213060,454356407,6152600261
"1516",1518,505936212,374706645,307415247,77092339,635396717,132232381,140653490,16542094,40790694,3605382548,1388471431,1666667,445477152,32244329,394606573,179320058,12320664,563364855,192462422,327452744,60041819,112579817,181379514,52027566,781755760,178435371,637642833,93706943,133825735,296274709,937135021,1080097953,650914906,243079076,734756262,1402140695,1086651983,1136514290,454356407,5739925837
"1517",1519,492549352,377513886,308524013,77092339,644142573,132232381,154762692,16542094,715205809,3636836227,1451572304,28271064,500248682,34579992,299390661,204790847,12320664,573068371,327398151,317988989,60041819,109342861,215001521,123867951,769121937,119257229,508067158,132872921,176978218,406271978,949215442,1059674852,616093853,256480262,734756262,1449636906,1121137193,1136514290,454356407,5819236687
"1518",1520,473900471,371802121,280809634,77092339,644142573,38488463,159510560,16408761,58546223,2970486377,1410461272,26604397,434675072,30566210,232560698,176683711,12320664,531302733,79676455,291410042,60041819,114816007,168503084,79069054,609079775,104291965,454875243,103366040,133825735,302157062,804992655,899504743,398700971,313849128,565059785,1301772976,976641291,1058985807,382894507,5133605933
"1519",1521,346488555,364071256,398029950,61699713,486941248,8235322,159510560,4946765,113930594,3495817808,1754863281,55247638,543907864,45256573,638202421,125564964,9050861,526784580,62313014,291410042,18582557,39619182,99228395,105333059,542256481,32213844,224425195,41362585,133825735,235490395,384620567,981977569,1376944623,248083544,1146141006,1324045064,1289566463,590722916,722315159,4280575172
"1531",1533,119828360,20581817,237840970,7315639,107655839,41169534,180768459,6054786,5352201,457924301,1848601494,1309338,111717536,26026681,1663750,11679478,4919748,230734676,62677345,1344086,5295461,92772207,194838981,302439549,321685061,112939613,172410821,397181705,196166361,273755869,257255176,147227460,196406348,163860607,172449008,353488906,62274610,117864133,27853660,1297060490
"1534",1536,446964971,346426571,293049718,38325912,374633736,246250339,370756192,221802308,9822615664,1220670275,2177617007,49390563,590794654,124461430,1909908,154630603,23258270,488294716,476593426,226213086,62724246,285337243,320540379,179512977,982393801,163888009,324024158,1040902335,758103779,1731903638,1137132532,574721892,419054968,193161727,620325568,1101821205,856699124,1950676663,1016267140,10027527675
"1535",1537,748838709,334597264,826372941,132729433,563510195,317619983,305923108,237249742,126400800,1937428556,2699884275,25270920,125194063,135425733,2113307368,381951346,29793051,737939500,791027913,260129841,170906193,432525425,197512241,215131673,2918978584,458145758,1473299688,747276924,740050660,915188303,1778212731,1389953730,867518628,457058894,600745004,1398912333,2398813356,3014488801,1733092613,14354049780
"1536",1538,102739359,61391208,553355385,61543008,208664023,251711610,276656116,4344078,12275828,728505245,1355917379,2461538,176111958,108103715,31702406,119186319,3648285,143105305,111659788,2238806,4764688,57341830,213510923,335643647,2738361354,148352970,333119046,323332680,115804517,254160707,201912845,142604674,198635064,131617848,91985781,150884218,98496217,192899045,59111899,1037722248
"1541",1543,359498303,184824009,875712215,155881965,569523503,213292177,362242131,5210094,2375597,675447618,2083004195,11189312,36063639,89206235,39733909,68378109,10353286,318567761,284335547,14989175,45052006,127620236,188352949,228464140,1653615650,344852808,864235725,634652445,88444703,291918944,276679282,215114652,431839270,232863369,545416528,412091798,144411230,413534410,198006668,2355937294
"1542",1544,361380964,187100206,1089458212,186816446,706497919,249907940,463553260,29846900,2375597,766079099,2241241600,11189312,32759930,93054419,47361869,70650836,10353286,354331636,291127582,16870897,50360133,159391915,226794660,244488417,1685794329,384859817,941507688,640087777,99206006,267553659,279379521,275366246,427771702,296244495,569327371,470429660,177586328,463676758,225940594,2773942591
"1543",1545,386368644,182380321,1051854803,186128729,662558156,255272961,446229490,3368728,9724769,777276758,1342365209,2830189,32759930,68809282,47361869,36926688,22684282,340725982,435330128,170789918,46141275,162029994,186795699,103379369,1687721488,347042902,1014562992,494542262,64611090,245360807,307960514,276270688,402066726,270042745,582444833,354609282,176341662,405305892,164124028,2613014813
"1544",1546,367939906,187540353,1038376475,188149716,688520877,435276355,477086937,10768669,9724769,838310940,2575063175,2830189,49161385,73328126,53111524,24296783,22684282,379814240,288387741,26069233,65515534,158730640,216760235,182536808,1618991748,299969693,1047491184,543188989,113172690,342811144,310352592,283846274,463780404,218574022,528241717,400337493,226526131,515025885,163077147,2519453857
"1545",1547,191208723,191479771,147205949,169206228,460413182,68601851,45409126,22674971,60416584,723394327,351990519,56159146,30917101,38734153,388908941,45185753,14976857,206392765,43746455,15294996,8394691,77943957,376631405,238930127,776961973,61331365,147800749,63543570,22914573,50118469,199874115,186168197,270762277,95888607,19849495,312723549,258306710,593779205,339612402,1722053907
"1546",1548,495201411,194789626,677418649,170134318,994965448,213537112,275422170,85024933,60416584,1095017805,1274313620,56159146,98198738,40510789,440275815,160603116,27280512,535476275,315823944,22971807,38599444,142382738,444755975,309190146,1475289117,280827737,636754562,95119191,52406098,129310484,545259609,431044408,453057368,165189075,317173231,577233961,392225419,1239328519,359964634,3966540075
"1547",1549,417758235,54753544,610369705,154367164,579684644,154043186,156014975,77327987,55142337,976445249,1547936047,7153635,20736332,76344642,400706727,61335993,54997529,518410760,325312247,18574778,25222206,121633992,280539640,182304367,1239214554,228986179,605855855,145325494,74326238,120116366,483091109,419677989,590084051,220570883,356023404,594104726,643505374,1017198247,389717729,3517972573
"1548",1550,476460442,12016667,737270333,152501521,628480572,241541247,351180180,77327987,2319588,977948295,1299060794,7153635,111270286,43567206,452440427,156136730,49187934,512106459,332761804,22971807,38599444,150292803,367477127,170260909,1493486373,314030190,752979500,226415952,86273189,168801902,542189939,439720934,594762187,195737285,332529100,573299638,724499260,1335765022,388331238,4434676873
"1549",1551,468952156,12624668,731522880,148262870,600094283,189814699,316355521,76966891,10681705,942868240,2044154434,10699780,13218326,84814399,423619702,149227166,65999799,581968201,342250107,18574778,29209903,149598986,336562743,202939294,1425398141,291818108,752979500,296015034,96945208,265365817,548865565,454191106,582250996,268686232,487855237,607002533,693617022,1182648419,454024252,3881675395
"1550",1552,451358379,8507034,747754876,158580775,616788414,276394512,372267640,79550277,10179803,1296345198,1840181174,7153635,120225859,40199456,377106338,165216242,53260199,534407522,343441519,42067832,38599444,176115469,481673142,338251378,1737932640,305388371,754225858,290461715,179163087,211980197,592619903,440009823,535353510,327414351,534765081,632911592,761411592,1261940250,509787312,5017154406
"1551",1553,469109413,8507034,780437697,161522399,731497501,331434662,465792534,77867693,17250428,1272184948,1850901223,7153635,157105804,69958139,353794682,177304407,58301702,522325387,353804575,34391021,45172867,137230905,442826772,291142127,1343740022,313508547,982654459,311939830,187453185,233546801,643698689,458033419,553213467,328557214,694760486,720607466,774976522,1191999656,489496167,4827091815
"1552",1554,705671128,302070432,754880163,79866714,1356919880,111412862,213021838,14016312,21241066,1210236394,1733817741,8986649,211037735,71272501,173986374,104485536,25538316,546336659,264607917,24236463,23522215,68626349,258788212,365915036,1950626184,268636326,873601291,635356372,284769722,797063347,382424141,412021102,255492790,288423110,831612136,590601932,747790520,714311997,342735481,3542053645
"1553",1555,1050229432,421803767,949796652,205933157,1932493114,216401082,417872274,65236543,11614892,1758146870,2452795386,9674149,221093985,70996639,450768100,198790442,45362335,773151198,401136852,25050979,72623266,331004078,279671383,334750534,3404398241,419147400,1196330060,732135886,330316642,982591347,1522917872,661500561,840678251,590981092,869771933,886098736,642053193,1895719513,471079914,7583815177
"1554",1556,1193827862,383822701,949771364,212482232,1923086881,549116940,439151985,66066631,32157655,2025971089,2573809367,15674149,223576213,61704715,477865342,336634744,49705492,976410159,528261384,52679449,95617968,392344984,325498488,421362836,2628158063,474846851,1700081825,485781502,165277455,554398833,1663236577,754672498,922935304,728935773,881702680,975311517,714466725,2138064378,554396450,8247482292
"1557",1559,543261216,134058905,495903450,152925437,656941426,242699757,408494734,30859915,8503377,1259820565,2532595544,2178218,98791638,67478471,349113915,248950821,27470358,707774968,229685721,20717723,60214205,402105919,197796300,306086681,2070479553,191556860,815131148,663135868,149212179,703389503,1320287042,451587117,744776588,468634714,277954567,546884491,347255651,1527871068,364534520,5584278802
"1559",1561,947926320,160939715,947674686,209225924,1353707944,565648322,542810558,34980555,23858905,1800131783,3953545680,17852367,276403331,73514840,447683857,312188067,29818180,908373927,671158793,30785387,73273128,391148500,278213973,386765109,2471909437,472284077,1471742370,437635986,158778086,419162888,1239493937,417546648,825855037,539083864,398991534,652244698,333970173,1545125905,547587210,6123085913
"1570",1572,425308668,723575974,1065253645,123577886,3196013938,323976134,486043591,307072305,607795747,2041768123,2411066741,9360360,326396857,66263953,367126958,69653860,17097981,359592708,611376861,70316435,57681594,221832526,598958206,312343528,1664202283,243656877,721521822,167486022,27040364,69659596,645358974,731602590,587467685,424271248,315859244,1055173456,1100777675,992302064,739631160,7553845105
"1573",1575,243500127,206300990,1056931340,53211865,1523494376,1405906835,570084477,40741988,211109580,1622099779,2629273976,1351351,237029618,145822788,150903175,63057735,18207970,544965668,348454809,94256141,56717685,224748790,2114144699,410439858,2338278716,378929489,748981178,242198950,71815715,113749286,648716984,602571991,613087556,431058429,327569262,963456942,448247845,1264091198,497559239,6765602238
"1575",1577,133445198,93088487,1039095369,74276829,1303082553,1361823400,607285080,15965975,17294175,1584362468,3289081258,1351351,181952419,137851066,124428242,101065870,24039885,736141704,450307764,121287959,37229487,127381748,1465709495,535163754,2411680597,440224739,607836418,414369328,119616098,196566433,474929945,667443273,589396319,448447844,478411483,604405608,398768517,1310221743,304151971,5121358843
"1581",1583,369957708,673722796,688590295,145837601,1023929523,228757369,248950299,33230904,45958549,1284647569,1657208709,3037634,860420227,51893871,133172472,133675159,40571505,664411225,102164642,21017889,46786504,229494541,921535101,254389694,2139258753,421937513,1191120292,528542902,309172895,58536594,510797987,359787727,658766187,266483835,676149343,477336857,753002253,995060906,377967291,6151396201
"1582",1584,158855549,48758334,323259828,26745961,344464530,265289408,273298739,44533145,132038449,1219721086,2956086320,39846521,513114427,135863599,105784486,64719660,52735267,396050214,210878631,3214286,34614154,154483213,997696779,480542950,1494246825,138809548,355621723,508561365,308801766,194615967,553399379,394637703,419516132,385642970,294061151,329313072,382160661,1411553583,377196225,3577364695
"1583",1585,420276271,239427929,548196453,52485718,557105324,342667499,335130829,12034825,130502240,1164189921,2641705006,38579036,894204802,150817476,42492930,104722491,41785151,583206771,280297532,64605183,66648648,238477679,1351011414,396202697,1386846445,565500019,957748801,994877832,206030977,714784251,589184504,415107365,431644118,279878713,530024961,832141581,400195023,535767052,324237501,4075409199
"1589",1591,1043072522,154701474,1381084377,158023548,1415666032,383519064,308842659,182830370,405717151,3097360733,2788211529,51985500,219058605,119071671,239400929,943884720,88867024,1096455572,618530996,270939506,79167222,436746259,7309567614,118893181,5715960083,858286856,810151362,1202736964,106019485,86327382,2276958448,1267159399,429831848,496903201,745622520,1306771902,1672391532,2225141998,806892945,13112947301
