"","상권_코드","화장품","문구점","약국","패션잡화","의류점","과일채소","정육점","휴대폰","컴퓨터판매수리","편의점","슈퍼마켓","자동차미용","자동차수리","세탁소","여관업","피부관리실","네일숍","미용실","헬스클럽","골프연습장","당구장","노래방","인테리어","보육시설","일반의원","한의원","치과의원","예체능학원","외국어학원","입시보습학원","호프간이주점","커피음료","제과점","치킨집","패스트푸드점","분식집","양식집","일식집","중국집","한식음식점"
"462",462,481206102,153728380,576573931,63265010,302961127,853861964,319712492,39970839,52161661,1446165293,3750853321,17270360,678220779,139615389,31736029,174072046,33429633,530616468,305712151,64080675,72233627,418090859,256870552,343780238,691228995,161554327,594683734,456577989,111895076,427340841,1012910837,614187433,343660872,526067700,714254222,875114867,964240424,1108905180,361367926,5877017052
"463",463,234179209,102682803,270159775,30463050,93726806,672835606,139259090,14239015,24205392,853060378,2572855384,11876128,551793126,120655155,26525702,118579840,29619384,339328039,269116918,41580478,28287239,278108579,149589581,320050374,481173582,97271494,289207113,275853241,56032943,227250402,649508118,256162893,241869933,169616848,350167702,369041207,642361991,732941407,164801355,3339780289
"464",464,234179209,108281910,278524749,35099678,108421618,715097258,163375915,14675990,24205392,879217664,2610354918,13618828,566306113,76907959,26525702,118579840,29619384,367395343,269116918,41580478,28287239,292860384,146663276,372202174,481173582,124675286,289207113,302334453,62399872,234412564,649508118,289359126,328031957,180995225,350167702,402631069,739698060,751550482,235925118,3407370942
"469",469,1300691410,558394004,1142221256,408404007,1093649644,73586702,131681023,33531995,724638,1195091649,1383079728,15558355,68653773,61692087,606826949,223243842,55849550,1346492141,247877437,49268808,23494811,384898607,165639176,120997351,5787094268,1244783875,2501654137,1370000605,263617294,2218084632,1256709532,847928112,639678165,346794317,362203779,826973015,1241185179,1134421617,381316850,4593069259
"472",472,219064131,178761135,468914320,62322268,512310840,60775171,120332843,47349995,107643990,762643135,2905900420,42327054,332565080,110340920,384615,208246207,7391727,263633511,677987601,90085268,29955187,286648732,258783414,512798430,452247975,171238796,387758141,470357213,152952016,552215614,367934581,237043232,225474592,346895003,375173254,305630792,195059303,579812468,423950843,5173012841
"474",474,335962455,86843922,573783731,57343123,354403080,71234843,141321897,36976398,107277747,776191454,2865313078,52127186,399849479,102964781,21408130,226184726,2362298,390005037,92168013,78678976,28533955,359873495,247609893,388649987,565955562,126085144,507129987,306886436,80942658,521178015,387125109,258444721,281692965,239520704,401784699,353245182,187027082,628079639,432903805,5318935232
"475",475,325524305,75489502,464841791,53907730,309872024,65003025,194411743,78301166,112476241,814581481,1965911307,24957993,151818400,114645726,21408130,258963409,4676728,412591905,62438172,54022910,22564143,344120714,257160640,261175111,511396334,114633768,356163410,191453434,59743065,220154423,323486271,244322361,270109847,242089980,142822891,313892745,155760458,543317400,407801673,4147079864
"476",476,300577695,48826769,526482197,53907730,326778788,54901283,201420389,78046455,112177254,747000353,2200732797,22749467,204308164,44990410,21408130,250755246,3596436,400085567,62041265,32719808,22564143,335569200,216384911,231442772,511396334,114633768,356163410,227720613,49029100,241181870,328708920,263023023,264042546,240950630,412670789,351107461,138977215,625880614,382888361,4499526868
"477",477,320536565,60181189,517496489,54774009,270676109,55746687,169401403,36663651,112177254,732506224,2781642957,30443366,267202554,42694071,21408130,227859228,3402593,360215282,80271768,57375874,25484986,348403356,163873442,176630572,553794793,121756662,478526909,286922036,40344595,512883376,365480867,283800020,291471861,237490687,393422073,363352305,144496587,623865232,382888361,5100784691
"478",478,294796697,48826769,496410852,53907730,254488762,46635051,169401403,36663651,112177254,662582123,2005244772,8651951,177450712,42694071,21408130,227057849,3402593,342936960,50673340,32719808,19515174,335569200,158480165,146795545,501378353,108761676,331661196,177907236,40344595,216074782,320998763,262693991,260853298,215057294,393422073,331850642,138977215,612235800,382888361,4411782922
"479",479,290065915,66347612,421908562,9592321,247332369,64745828,159526072,41720287,112476241,658443134,2002268059,24957993,219771513,28073777,21408130,250074974,3596436,375434905,60022869,27194017,22564143,328831287,150981070,242646398,485391556,111206617,356163410,104575964,46191262,176900704,273594277,227724350,262825155,191674568,136267020,297875973,135075268,466094711,302084232,2606700492
"480",480,120618112,47066007,428444834,62401143,711834163,310499706,229349101,106152785,30809931,823689602,1754896760,215827,259612710,9791378,54457681,49496631,7009971,257770261,22861803,17432714,42721728,294739347,775895682,379840946,842676392,318580511,420841772,199411003,9538132,207985753,502504652,366379872,239856876,276555667,167301215,306144979,212482387,488890936,160060236,2073439528
"483",483,222807991,34685249,240674062,130029537,510663459,157705326,316107009,11257705,83243491,725895245,944555262,11973828,574599524,43743718,65920449,12486822,7616153,218248965,18574976,14781513,25752464,164722707,635967551,260224168,1394814512,90753706,212977581,205226992,13598485,121948469,482298824,95179860,145817227,169052768,51705878,117384081,84456230,507311429,149623433,1582890916
"484",484,1100130418,124587497,1047518898,233686070,1962241796,385793078,475573761,94847361,88498453,2246833125,2080542853,153163116,85764641,100043339,595778698,188736910,43203715,475813065,506205300,257196056,120243736,729106085,724561862,371159774,1392332062,465350128,1341633127,529834941,70356105,262629173,2525871744,995955808,870027171,614123413,658641461,1143924565,2725929024,3243655637,840479325,13872564556
"485",485,511004054,317084973,914784851,19743202,1123415535,633794717,256380005,61011808,67829184,1543690887,2739979058,1902439,106405726,76578108,9471342277,291784404,24232448,530518996,213153024,48641010,39389145,245439051,327675337,309350472,2855941126,328126755,673972339,425950409,221356168,361909882,480509802,522534891,728546657,245062012,351823410,570043877,941306340,626297401,307197903,4625364942
"486",486,438923747,361725402,893991048,26016350,1174869667,486591676,400931852,60887019,81918351,1536555413,3337684145,8374789,147042450,53530934,8020062020,248513721,4921180,370400185,258422311,13615263,39389145,271199578,310605838,249373230,1475611122,370768607,733538250,419591167,176072849,282790206,513202244,594977286,1349890366,221992590,419000441,538922634,458955889,712527602,356956482,5282210074
"487",487,509666123,371791715,909541506,19743202,1215224633,574422941,279667709,61011808,69333848,1522670577,3364948541,10277228,156090882,63590584,8047759754,279736057,14394298,488647826,192044916,14207407,40655292,250161260,339670185,271222901,2866639446,281959967,620854799,418502203,169453611,334336634,570510531,596191107,1362646398,229753937,435255438,543667848,514761223,695959829,307197903,5473664527
"489",489,514989330,375527029,1096898176,37317344,982572846,683806223,304391022,61011808,49116299,1666090029,4840242890,16731618,261680161,223088414,94707358,319771112,38868744,583854911,431691288,97615625,36264357,228761179,337344390,511954805,3060887979,415567935,732111370,527095190,193376976,344329385,414955244,597881048,899992953,224912264,254838313,615700244,488960738,608650065,255474746,3565010464
"490",490,215127886,35287592,479521510,2350815,123079768,2576698115,1026344169,87846747,45556221,1527545216,835585468,55964169,879177720,114860886,108559579,24813839,61991096,196862220,139488413,133487730,85242061,180006153,633898140,137945158,3460239201,205658039,681850202,84104699,20981282,59477089,562518771,447058518,245048193,192688178,88022411,582966620,479405778,432117895,551147149,3220015947
"495",495,40919736,106986751,455591123,128273306,453734816,106479765,35927504,628931237,29079290,707656579,3396216128,24211706,232686938,25600543,30209176,27339642,27927214,234323968,31045892,19351210,19028759,191783400,132585911,99389427,288960562,91470968,491513238,90785861,80327577,46696168,216042457,261514605,100204668,168529580,172052876,199658398,304604870,443372466,254971097,2014101625
"496",496,65745716,159526376,508096491,167411319,831280999,199554344,145274209,628931237,37013180,1259049746,4989165410,56849137,981814451,58886681,108684556,52922853,32314594,289764159,60655813,31763964,35239459,351718303,351951191,243487467,364050102,109432619,542846817,301283730,151882558,182692193,381494418,338390597,111010996,232487510,276963722,388122326,425079009,506134510,279863049,3215918894
"498",498,521492997,116155518,612056380,49403876,1502193866,391550795,434073407,244220209,5327138,1072159365,2394457970,4110595,421172623,81995400,95233021,80571410,18752125,410443361,242742591,27232896,41545572,244240591,883707420,170472939,1000329405,277484398,870897001,401021733,228482869,225347895,867495047,462553822,311695007,340071407,107468276,363851572,237792244,851452633,479104235,3624935551
"499",499,368441553,171009657,894602822,47845975,516241083,533328962,704654164,14258367,73218655,1214119470,2486164520,5580317,313436561,67309294,56411760,124709966,3265692,391502982,326230176,5710884,42990374,356842414,2008306534,339727386,731009559,204932035,558172625,797048156,86655825,667501878,773598836,266248145,154042834,354951370,413800399,516336442,308737373,619527468,363274178,3205224538
"500",500,473309241,532907156,718023422,187528594,2002220982,706668311,481798181,921005541,675295120,2451566222,1724341762,40539997,457160121,56820976,55020995,134849129,136768671,536691880,536185307,78498774,83297059,759660734,434826468,295379704,1470757753,262165628,1220372703,302281372,22151835,89820817,1415394215,1084351992,387260478,384023193,846954627,863080128,478872255,1652857004,2392959875,9470569883
"501",501,645434446,301933573,628087006,207243687,1125477115,839223788,565031705,141250098,520827407,1564034719,2204364030,1120098,113855970,103413947,8812519,50869809,108371583,417290910,574402202,55473108,63438317,289594666,162435352,326851701,823461460,255037726,1029350894,311536971,41094947,326580456,797611453,791828216,388522998,249952629,520260962,474809593,412526592,766075610,1040435195,5623970043
"502",502,1018426084,448731636,591024988,224299923,1594768431,168184684,90489765,952799826,1056796808,4330993021,1313751944,7841923,426209209,52263150,1427052016,298439425,104696652,737008521,541135872,253710391,151922539,688721072,576943989,188448643,3848999039,160574738,1411070889,260991842,196475473,108779043,2067784282,2219944830,822965989,550492689,1060429244,1402502102,1847371473,3139652749,1790134972,14127438001
"503",503,877335674,416860358,597059903,208903239,1301280868,148813878,88741058,182329535,833417739,3475700640,1497169203,7841923,272231933,43837213,1408779053,323786462,38939617,740350451,448394931,253710391,143272626,799459975,500560071,228017679,3004240773,137867252,1091803893,260086065,196475473,15464760,2105944785,1871726918,805519592,501964802,967103739,1126919752,1727861953,2882864726,2330866558,12540340925
"506",506,798349560,147091300,518913183,108135418,1212946896,32206684,222240944,71237809,257562107,2368505109,2288955054,5405219,200703019,38397038,1392371668,341876868,28301481,601045507,297853771,149407801,97901597,1082243734,274679569,227968257,2595001710,134789220,535387108,126052715,183814728,24534527,2262912351,1403079029,547082822,342624997,535480592,787548795,1379520196,2256495395,3994256913,9349368358
"507",507,267886458,17384970,355677691,78346475,698238397,6671504,278239513,21891709,51849645,1079060488,1683763507,3300138,129283217,46689314,492378284,102750879,7695394,297930295,74930494,35459948,16886583,478594582,192543991,183116039,1659201734,231536019,269339207,120527714,43383632,39616288,1084990477,226147210,172189400,248111734,76253580,170100184,286653579,547777550,2703229400,3245889514
"509",509,342758546,17384970,584193866,82109809,781016869,6671504,294126124,25649849,88304239,1433241723,1929819916,11252769,180049494,52610943,498855347,138190174,7695394,370173706,76827371,77321583,19861227,634099200,232561534,226577512,1935288794,249730104,387600912,154383039,43383632,39616288,1210897231,349625954,384984779,281459730,247104996,204094370,364041382,547777550,3830254034,3929539921
"513",513,1214872668,619552388,1296340116,869664835,6321847176,412923694,304585301,275731738,97506658,3680343405,3997580721,64562601,2850840460,87779160,546318669,717256472,99224105,1225723610,786088857,87693589,121442704,1053596788,347522822,174881073,3137074239,406549368,1410199274,549656564,313900649,356365578,4068298607,1830518442,755595698,878149406,905734608,1758157245,3198407568,2484546469,4305144362,13111220696
